bulk_id,car_reg_no,vehicle_speed,heading,distance,altitude,o_s1_b1_voltage,o_s2_b2_voltage,o_s1_current,calculated_engine_load,engine_rpm,spark_advance,absolute_load_value,throttle_position,relative_throttle_position,absolute_throttle_position,ap_pos_d,ap_pos_e,commanded_exhaust_gas_recirculation,commanded_evaporative_purge,commanded_throttle_actuator,fuel_rail_pressure,o_s1_b1_fuel_air_equivalence_ratio,fuel_tank_level_input,o_s1_b1_fuelair_equivalence_ratio,short_term_fuel_trim_b1,long_term_fuel_trim_b1,fuel_air_commanded_equivalence_ratio,hybrid_battery_pack_remaining,intake_manifold_absolute_pressure,mass_air_flow_rate,egr_error,absolute_barometric_pressure,engine_coolant_temperature,intake_air_temperature,catalyst_temperature_b1_s1,catalyst_temperature_b1_s2,ambient_air_temperature,time_stamp,latitude,longitude
37121076,113,0.0,0.000000,,0.0000,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,"2024-08-31 19:48:08",0.000000,0.000000
37121077,113,0.0,0.000000,,0.0000,,0.0150,0.0000,51.7647,849.0000,54.9020,30.0000,17.6471,0.0000,,,,,,,,,,,0.0000,0.0000,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,"2024-08-31 19:48:10",0.000000,0.000000
37121078,113,0.0,0.000000,,0.0000,,0.0150,0.0000,51.7647,849.0000,54.9020,30.0000,17.6471,0.0000,49.8000,20.3900,36.0800,,0.0000,,,14.9014,,0.0000,-6.2500,0.7813,,,,3.8100,,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"2024-08-31 19:48:12",0.000000,0.000000
37121079,113,7.0,0.000000,,-18.4000,,0.0150,0.0000,44.7059,960.0000,58.0392,27.0000,17.6471,0.0000,49.4100,17.6500,36.0800,,0.0000,,,14.9014,,0.0000,-6.2500,0.7813,,,,3.8100,,99.0000,38.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:14",24.910419,67.077042
37121080,113,7.0,0.000000,,-18.4000,,0.0150,0.0000,44.7059,960.0000,58.0392,27.0000,17.6471,0.0000,49.4100,17.6500,32.9400,,0.0000,,,14.9014,,0.0000,-12.5000,0.7813,,,,3.1700,,100.0000,38.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:16",24.910419,67.077042
37121081,113,7.0,0.000000,,-18.4000,,0.0150,0.0000,46.6667,921.0000,57.2549,28.0000,17.6471,0.0000,49.4100,17.6500,32.9400,,0.0000,,,14.9014,,0.0000,-12.5000,0.7813,,,,3.1700,,100.0000,38.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:18",24.910419,67.077042
37121082,113,7.0,0.000000,,-18.4000,,0.0150,0.0000,46.6667,921.0000,57.2549,28.0000,17.6471,0.0000,49.4100,16.0800,32.1600,,0.0000,,,14.9014,,0.0000,-7.0313,0.7813,,,,3.3200,,99.0000,39.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:20",24.910419,67.077042
37121083,113,7.0,282.671234,,-18.8000,,0.0150,0.0000,48.2353,904.0000,55.2941,28.0000,17.6471,0.0000,49.4100,17.6500,33.3300,,0.0000,,,14.9014,,0.0000,-7.0313,0.7813,,,,3.3200,,99.0000,39.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:22",24.910431,67.076981
37121084,113,6.0,282.671234,,-18.8000,,0.0150,0.0000,48.6275,823.0000,59.2157,30.0000,17.2549,0.0000,49.0200,17.6500,33.3300,,0.0000,,,14.9014,,0.0000,-5.4688,0.7813,,,,3.2100,,99.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:24",24.910431,67.076981
37121085,113,6.0,282.671234,,-18.8000,,0.0150,0.0000,48.6275,823.0000,59.2157,30.0000,17.2549,0.0000,49.0200,19.6100,35.2900,,0.0000,,,14.9014,,0.0000,-6.2500,0.7813,,,,3.5000,,100.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:26",24.910431,67.076981
37121086,113,5.0,282.671234,,-18.8000,,0.0150,0.0000,63.5294,1389.0000,69.4118,41.0000,20.7843,3.9200,54.5100,23.9200,39.6100,,0.0000,,,14.7283,,0.0000,-3.1250,-0.7813,,,,10.5000,,100.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:28",24.910431,67.076981
37121087,113,11.0,218.627716,,-18.8000,,0.0150,0.0000,85.4902,1207.0000,62.3529,47.0000,20.7843,3.9200,54.5100,23.9200,39.6100,,0.0000,,,14.7283,,0.0000,-3.1250,-0.7813,,,,10.5000,,99.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:30",24.910305,67.076866
37121088,113,15.0,218.627716,,-18.8000,,0.0150,0.0000,85.4902,1207.0000,62.3529,47.0000,20.3922,0.0000,48.6300,16.0800,32.1600,,0.0000,,,14.8776,,0.0000,-10.1563,0.7813,,,,3.5600,,100.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:32",24.910305,67.076866
37121089,113,15.0,218.627716,,-18.8000,,0.0350,0.0000,69.4118,1241.0000,67.4510,28.0000,17.6471,0.0000,48.6300,18.0400,34.1200,,0.0000,,,14.8593,,0.0000,-19.5313,0.7813,,,,3.5600,,100.0000,40.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:34",24.910305,67.076866
37121090,113,12.0,218.627716,,-18.8000,,0.0150,0.0000,50.9804,922.0000,57.2549,30.0000,18.4314,1.9600,48.6300,18.0400,34.1200,,0.0000,,,14.8593,,0.0000,-19.5313,0.7813,,,,3.8100,,99.0000,41.0000,30.0000,0.0000,0.0000,28.0000,"2024-08-31 19:48:36",24.910305,67.076866
37121091,113,12.0,218.627716,,-18.8000,,0.0150,0.0000,50.9804,922.0000,57.2549,30.0000,18.4314,1.9600,52.1600,21.5700,37.2500,,0.0000,,,14.8422,,0.0000,-15.6250,-0.7813,,,,9.1000,,99.0000,41.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:38",24.910305,67.076866
37121092,113,10.0,158.586945,,-17.2000,,0.0150,0.0000,50.5882,964.0000,55.2941,34.0000,18.0392,0.0000,49.8000,16.0800,32.1600,,0.0000,,,14.8157,,0.0000,-15.6250,0.7813,,,,4.0400,,99.0000,41.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:40",24.910032,67.076988
37121093,113,5.0,158.586945,,-17.2000,,0.0150,0.0000,66.6667,790.0000,54.5098,34.0000,18.0392,0.0000,49.8000,16.0800,32.1600,,0.0000,,,14.8157,,0.0000,-15.6250,0.7813,,,,4.0400,,100.0000,42.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:42",24.910032,67.076988
37121094,113,5.0,158.586945,,-17.2000,,0.0150,0.0000,66.6667,790.0000,54.5098,43.0000,18.4314,0.0000,50.2000,17.6500,33.7300,,0.0000,,,14.7942,,0.0000,-8.5938,0.7813,,,,4.0400,,100.0000,42.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:44",24.910032,67.076988
37121095,113,4.0,158.586945,,-17.2000,,0.0150,0.0000,81.1765,1442.0000,63.9216,49.0000,21.1765,3.1400,54.1200,21.9600,33.7300,,0.0000,,,14.7942,,0.0000,-8.5938,0.7813,,,,4.7100,,100.0000,43.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:46",24.910032,67.076988
37121096,113,10.0,133.972137,,-17.2000,,0.0150,0.0000,81.1765,1442.0000,63.9216,49.0000,21.1765,3.1400,54.1200,21.9600,37.6500,,0.0000,,,14.7000,,0.0000,-4.6875,-0.7813,,,,9.5400,,100.0000,43.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:48",24.909966,67.077065
37121097,113,10.0,133.972137,,-17.2000,,0.0150,0.0000,72.1569,1481.0000,68.6274,50.0000,21.9608,3.9200,55.2900,22.7500,38.4300,,0.0000,,,14.7000,,0.0000,-0.7813,-0.7813,,,,8.4600,,100.0000,43.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:50",24.909966,67.077065
37121098,113,16.0,133.972137,,-17.2000,,0.0150,0.0000,55.2941,1129.0000,56.0784,50.0000,21.9608,3.9200,55.2900,22.7500,38.4300,,0.0000,,,14.7000,,0.0000,-0.7813,-0.7813,,,,8.4600,,100.0000,44.0000,30.0000,0.0000,0.0000,28.0000,"2024-08-31 19:48:52",24.909966,67.077065
37121099,113,16.0,133.972137,,-17.2000,,0.0150,0.0000,55.2941,1129.0000,56.0784,17.0000,18.0392,0.0000,49.8000,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-12.5000,0.7813,,,,3.7600,,100.0000,44.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:54",24.909966,67.077065
37121100,113,14.0,149.943268,,-18.3000,,0.0150,0.0000,49.8039,900.0000,60.3922,34.0000,18.0392,0.0000,50.2000,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-12.5000,0.7813,,,,3.7600,,100.0000,44.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:56",24.909710,67.077225
37121101,113,3.0,149.943268,,-18.3000,,0.0150,0.0000,64.3137,816.0000,59.2157,38.0000,18.4314,0.3900,50.2000,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-8.5938,0.7813,,,,3.8400,,99.0000,45.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:48:58",24.909710,67.077225
37121102,113,3.0,149.943268,,-18.3000,,0.0150,0.0000,64.3137,816.0000,59.2157,38.0000,18.4314,0.3900,50.5900,19.2200,34.9000,,0.0000,,,14.7000,,0.0000,-7.8125,0.7813,,,,4.8700,,100.0000,45.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:00",24.909710,67.077225
37121103,113,6.0,149.943268,,-18.3000,,0.0150,0.0000,75.6863,1588.0000,66.2745,50.0000,23.1373,5.1000,56.8600,23.5300,34.9000,,0.0000,,,14.7000,,0.0000,-7.8125,0.7813,,,,4.8700,,100.0000,45.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:02",24.909710,67.077225
37121104,113,14.0,149.943268,,-18.3000,,0.0150,0.0000,75.6863,1588.0000,66.2745,50.0000,23.1373,5.1000,56.8600,23.5300,39.2200,,0.0000,,,14.7000,,0.0000,0.7813,-0.7813,,,,10.0600,,99.0000,46.0000,30.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:04",24.909710,67.077225
37121105,113,14.0,149.943268,,-18.3000,,0.0150,0.0000,65.4902,1151.0000,70.1961,30.0000,18.0392,0.0000,49.8000,19.2200,34.1200,,0.0000,,,14.7000,,0.0000,-2.3438,0.7813,,,,3.6400,,99.0000,46.0000,30.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:06",24.909710,67.077225
37121106,113,15.0,153.279053,,-18.3000,,0.0150,0.0000,52.9412,1267.0000,66.2745,32.0000,18.8235,1.5700,49.8000,19.2200,34.1200,,0.0000,,,14.7000,,0.0000,-2.3438,0.7813,,,,3.6400,,99.0000,46.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:08",24.909515,67.077332
37121107,113,12.0,153.279053,,-18.3000,,0.0150,0.0000,52.9412,1267.0000,66.2745,32.0000,18.8235,1.5700,51.3700,20.0000,35.6900,,0.0000,,,14.7000,,0.0000,-6.2500,0.0000,,,,5.7500,,100.0000,47.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:10",24.909515,67.077332
37121108,113,12.0,153.279053,,-18.3000,,0.0150,0.0000,53.3333,1117.0000,49.8039,25.0000,17.2549,0.0000,50.5900,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-10.1563,0.0000,,,,5.7500,,100.0000,47.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:12",24.909515,67.077332
37121109,113,7.0,153.279053,,-18.3000,,0.0150,0.0000,48.2353,764.0000,54.9020,28.0000,16.0784,0.0000,47.4500,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-10.1563,0.7813,,,,3.0300,,100.0000,48.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:14",24.909515,67.077332
37121110,113,3.0,153.831512,,-17.9000,,0.0150,0.0000,48.2353,764.0000,54.9020,28.0000,16.0784,0.0000,47.4500,18.0400,33.7300,,0.0000,,,14.7000,,0.0000,-7.0313,0.7813,,,,3.7600,,100.0000,48.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:16",24.909248,67.077477
37121111,113,3.0,153.831512,,-17.9000,,0.0150,0.0000,54.1176,1136.0000,63.5294,23.0000,16.0784,0.0000,49.8000,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-8.5938,0.7813,,,,2.8900,,100.0000,48.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:18",24.909248,67.077477
37121112,113,3.0,153.831512,,-17.9000,,0.0150,0.0000,53.3333,707.0000,51.7647,31.0000,17.2549,1.1800,54.5100,21.1800,32.1600,,0.0000,,,14.7000,,0.0000,-8.5938,0.7813,,,,2.8900,,100.0000,48.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:20",24.909248,67.077477
37121113,113,0.0,153.831512,,-17.9000,,0.0150,0.0000,88.2353,1614.0000,51.7647,31.0000,17.2549,1.1800,54.5100,21.1800,36.8600,,0.0000,,,14.7000,,0.0000,-10.1563,-0.7813,,,,7.7600,,99.0000,49.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:22",24.909248,67.077477
37121114,113,9.0,135.578842,,-17.9000,,0.0150,0.0000,91.7647,2117.0000,61.9608,65.0000,25.8824,7.0600,60.3900,29.0200,45.1000,,0.0000,,,14.7000,,0.0000,0.7813,-0.7813,,,,15.0400,,100.0000,49.0000,30.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:24",24.909201,67.077530
37121115,113,15.0,135.578842,,-17.9000,,0.0150,0.0000,96.8627,1735.0000,58.4314,67.0000,29.4118,10.5900,64.7100,31.3700,47.0600,,0.0000,,,14.7000,,0.0000,0.0000,0.0000,,,,17.9500,,99.0000,49.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:26",24.909201,67.077530
37121116,113,22.0,135.578842,,-17.9000,,0.0150,0.0000,93.7255,2028.0000,61.1765,63.0000,28.2353,8.6300,61.9600,29.4100,45.1000,,0.0000,,,14.7000,,0.0000,-1.5625,-0.7813,,,,15.2600,,99.0000,50.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:28",24.909201,67.077530
37121117,113,28.0,135.578842,,-17.9000,,0.0150,0.0000,89.0196,1877.0000,62.3529,62.0000,27.0588,8.2400,61.9600,29.0200,45.1000,,0.0000,,,14.7000,,0.0000,-1.5625,-0.7813,,,,13.1200,,99.0000,50.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:30",24.909201,67.077530
37121118,113,31.0,135.578842,,-17.9000,,0.0150,0.0000,92.9412,1142.0000,55.2941,60.0000,23.9216,6.2700,58.8200,26.2700,41.5700,,0.0000,,,14.7000,,0.0000,-4.6875,-0.7813,,,,8.8500,,99.0000,51.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:32",24.909201,67.077530
37121119,113,31.0,63.050945,,-17.9000,,0.0150,0.0000,69.4118,1119.0000,42.7451,25.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,0.0000,,,14.3348,,0.0000,-2.3438,-0.7813,,,,8.2500,,99.0000,51.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:34",24.909473,67.078117
37121120,113,32.0,63.050945,,-17.9000,,0.0350,0.0000,40.0000,1347.0000,52.1569,32.0000,19.6078,2.3500,52.9400,21.5700,37.2500,,0.0000,,,13.5924,,0.0000,-0.7813,-0.7813,,,,7.8200,,99.0000,51.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:36",24.909473,67.078117
37121121,113,28.0,63.050945,,-17.9000,,0.0000,0.0000,70.9804,1191.0000,65.8824,35.0000,17.2549,0.0000,49.0200,16.0800,32.1600,,0.0000,,,13.5924,,0.0000,-7.0313,0.7813,,,,2.5000,,99.0000,53.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:38",24.909473,67.078117
37121122,113,27.0,63.050945,,-17.9000,,0.0000,0.0000,36.0784,985.0000,55.6863,21.0000,16.8627,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.0648,,0.0000,-20.3125,0.7813,,,,2.7800,,99.0000,53.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:40",24.909473,67.078117
37121123,113,25.0,63.050945,,-17.9000,,0.4100,0.0000,38.8235,933.0000,54.9020,22.0000,16.8627,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-14.8438,0.7813,,,,2.8100,,99.0000,53.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:42",24.909473,67.078117
37121124,113,24.0,59.732758,,-17.9000,,0.4650,0.0000,38.4314,976.0000,54.1176,22.0000,16.8627,0.0000,48.6300,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-11.7188,0.7813,,,,2.6800,,99.0000,53.0000,31.0000,0.0000,0.0000,27.0000,"2024-08-31 19:49:44",24.909792,67.078720
37121125,113,17.0,59.732758,,-17.9000,,0.5650,0.0000,50.9804,967.0000,56.8627,21.0000,16.8627,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-8.5938,0.7813,,,,2.7800,,99.0000,53.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:46",24.909792,67.078720
37121126,113,13.0,59.732758,,-17.9000,,0.6050,0.0000,60.3922,1439.0000,69.4118,24.0000,18.0392,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-7.0313,0.7813,,,,6.8700,,99.0000,53.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:48",24.909792,67.078720
37121127,113,13.0,59.732758,,-17.9000,,0.6250,0.0000,63.5294,1319.0000,49.4118,50.0000,21.9608,3.9200,54.9000,21.9600,38.0400,,0.0000,,,14.7000,,0.0000,-7.0313,0.7813,,,,4.1200,,99.0000,53.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:50",24.909792,67.078720
37121128,113,13.0,59.732758,,-17.9000,,0.6250,0.0000,63.9216,1359.0000,58.0392,27.0000,16.8627,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-1.5625,0.7813,,,,4.2000,,99.0000,54.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:52",24.909792,67.078720
37121129,113,15.0,54.723396,,-17.3000,,0.6250,0.0000,49.0196,997.0000,58.8235,29.0000,18.0392,0.0000,50.2000,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,-7.0313,0.7813,,,,4.0000,,99.0000,54.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:54",24.910025,67.079086
37121130,113,9.0,54.723396,,-17.3000,,0.6600,0.0000,65.8824,810.0000,49.4118,42.0000,18.4314,1.1800,53.3300,21.1800,36.8600,,0.0000,,,14.7000,,0.0000,-7.0313,0.7813,,,,4.0000,,99.0000,54.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:56",24.910025,67.079086
37121131,113,5.0,54.723396,,-17.3000,,0.6800,0.0000,81.1765,1683.0000,49.4118,42.0000,18.4314,1.1800,53.3300,21.1800,36.8600,,0.0000,,,14.7000,,0.0000,-6.2500,-0.7813,,,,6.3700,,99.0000,54.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:49:58",24.910025,67.079086
37121132,113,5.0,54.723396,,-17.3000,,0.6800,0.0000,81.1765,1683.0000,63.5294,58.0000,25.8824,7.8400,60.7800,28.6300,44.7100,,0.0000,,,14.7000,,0.0000,0.7813,-0.7813,,,,12.9600,,100.0000,54.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:00",24.910025,67.079086
37121133,113,16.0,54.723396,,-17.3000,,0.7000,0.0000,100.0000,1364.0000,54.9020,64.0000,28.6275,10.2000,63.1400,30.5900,46.6700,,0.0000,,,14.7000,,0.0000,0.7813,-0.7813,,,,12.9600,,100.0000,55.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:02",24.910025,67.079086
37121134,113,26.0,19.817257,,-17.3000,,0.7000,0.0000,100.0000,1364.0000,54.9020,64.0000,28.6275,10.2000,63.1400,30.5900,46.6700,,0.0000,,,14.7000,,0.0000,-2.3438,-0.7813,,,,11.1200,,99.0000,55.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:04",24.910294,67.079193
37121135,113,26.0,19.817257,,-17.3000,,0.7000,0.0000,94.5098,1153.0000,54.5098,64.0000,25.8824,7.4500,60.0000,28.2400,43.5300,,0.0000,,,14.7000,,0.0000,-0.7813,-0.7813,,,,8.4500,,100.0000,56.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:06",24.910294,67.079193
37121136,113,30.0,19.817257,,-17.3000,,0.7200,0.0000,94.5098,1228.0000,54.9020,62.0000,24.7059,6.2700,57.6500,28.2400,43.5300,,0.0000,,,14.7000,,0.0000,-0.7813,-0.7813,,,,8.4500,,100.0000,56.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:08",24.910294,67.079193
37121137,113,34.0,19.817257,,-17.3000,,0.7400,0.0000,51.7647,1228.0000,54.9020,62.0000,24.7059,6.2700,57.6500,26.6700,41.9600,,0.0000,,,14.7000,,0.0000,0.0000,-0.7813,,,,8.7800,,99.0000,56.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:10",24.910294,67.079193
37121138,113,34.0,19.817257,,-17.3000,,0.7400,0.0000,51.7647,1307.0000,35.6863,35.0000,19.2157,2.3500,50.9800,21.5700,37.2500,,0.0000,,,14.5286,,0.0000,-2.3438,-0.7813,,,,8.7800,,99.0000,56.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:12",24.910294,67.079193
37121139,113,35.0,13.644138,,-17.3000,,0.7600,0.0000,86.6667,1194.0000,57.6471,57.0000,23.1373,6.6700,56.4700,21.5700,37.2500,,0.0000,,,14.5286,,0.0000,-2.3438,-0.7813,,,,8.5300,,99.0000,57.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:14",24.910997,67.079376
37121140,113,35.0,13.644138,,-17.3000,,0.7600,0.0000,86.6667,1194.0000,57.6471,57.0000,23.1373,6.6700,56.4700,23.9200,39.6100,,0.0000,,,14.7000,,0.0000,-3.1250,-0.7813,,,,8.8700,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:16",24.910997,67.079376
37121141,113,39.0,13.644138,,-17.3000,,0.8200,0.0000,61.1765,1231.0000,65.4902,53.0000,21.1765,4.3100,54.1200,22.3500,38.4300,,0.0000,,,14.7000,,0.0000,-3.1250,0.0000,,,,8.8700,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:18",24.910997,67.079376
37121142,113,37.0,13.644138,,-17.3000,,0.8000,0.0000,26.2745,1299.0000,65.4902,53.0000,21.1765,4.3100,54.1200,22.3500,38.4300,,0.0000,,,14.7000,,0.0000,-3.1250,0.0000,,,,3.6200,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:20",24.910997,67.079376
37121143,113,37.0,13.644138,,-17.3000,,0.8000,0.0000,26.2745,1299.0000,65.4902,15.0000,16.8627,0.0000,48.2400,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,0.7813,,,,2.4300,,100.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:22",24.910997,67.079376
37121144,113,30.0,11.870971,,-17.3000,,0.0000,0.0000,26.2745,1295.0000,65.0980,14.0000,16.4706,0.0000,48.2400,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,0.7813,,,,2.4000,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:24",24.911915,67.079590
37121145,113,25.0,11.870971,,-17.3000,,0.0000,0.0000,26.2745,1299.0000,65.0980,14.0000,16.4706,0.0000,48.2400,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,0.7813,,,,6.6200,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:26",24.911915,67.079590
37121146,113,25.0,11.870971,,-17.3000,,0.0000,0.0000,49.4118,917.0000,53.3333,28.0000,17.6471,0.0000,49.4100,16.0800,32.1600,,0.0000,,,12.5857,,0.0000,0.0000,0.7813,,,,6.6200,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:28",24.911915,67.079590
37121147,113,10.0,11.870971,,-17.3000,,0.0350,0.0000,51.3725,838.0000,54.5098,28.0000,17.6471,0.0000,49.4100,16.0800,32.1600,,0.0000,,,13.5924,,0.0000,-0.7813,0.7813,,,,3.1700,,100.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:30",24.911915,67.079590
37121148,113,10.0,11.870971,,-17.3000,,0.0350,0.0000,51.3725,838.0000,54.5098,30.0000,17.2549,0.0000,49.4100,16.0800,32.1600,,0.0000,,,13.5924,,0.0000,0.0000,0.7813,,,,3.3100,,100.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:32",24.911915,67.079590
37121149,113,6.0,6.563111,,-18.8000,,0.0750,0.0000,52.9412,794.0000,57.6471,31.0000,17.2549,0.0000,49.4100,16.0800,32.1600,,0.0000,,,14.1926,,0.0000,0.0000,0.7813,,,,3.3100,,100.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:34",24.912405,67.079651
37121150,113,6.0,6.563111,,-18.8000,,0.1150,0.0000,56.8627,720.0000,55.2941,31.0000,17.2549,0.0000,49.4100,16.0800,32.1600,,0.0000,,,14.1926,,0.0000,0.0000,0.7813,,,,3.3900,,99.0000,58.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:36",24.912405,67.079651
37121151,113,6.0,6.563111,,-18.8000,,0.1150,0.0000,56.8627,720.0000,55.2941,37.0000,16.8627,0.0000,48.6300,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,0.7813,0.7813,,,,3.8900,,99.0000,59.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:38",24.912405,67.079651
37121152,113,3.0,6.563111,,-18.8000,,0.8550,0.0000,61.5686,753.0000,49.4118,36.0000,17.6471,0.0000,48.6300,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,0.7813,0.7813,,,,3.8900,,99.0000,59.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:40",24.912405,67.079651
37121153,113,3.0,343.897003,,-18.8000,,0.8350,0.0000,59.6078,750.0000,49.4118,36.0000,17.6471,0.0000,48.6300,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,0.7813,0.7813,,,,3.4600,,100.0000,59.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:42",24.912512,67.079620
37121154,113,3.0,343.897003,,-18.8000,,0.8350,0.0000,59.6078,750.0000,54.1176,36.0000,17.2549,0.0000,49.0200,16.0800,32.1600,,0.0000,,,14.7000,,0.0000,2.3438,0.7813,,,,2.5000,,100.0000,59.0000,31.0000,0.0000,0.0000,28.0000,"2024-08-31 19:50:44",24.912512,67.079620
